text,emotion
你剛剛說的那句話，到底是什麼意思？,疑問語調
怎麼會有人做出這麼荒唐的事情？,疑問語調
他這麼做的目的到底是什麼？,疑問語調
為什麼我們的努力總是得不到回報？,疑問語調
這份報告裡的數據，確定沒有問題嗎？,疑問語調
他為什麼對這件事這麼執著？,疑問語調
難道真的沒有人能解決這個問題了嗎？,疑問語調
你們剛剛說的話，我是不是聽錯了？,疑問語調
我們真的有辦法應付這樣的情況嗎？,疑問語調
她說的那些話，真的可以相信嗎？,疑問語調
為什麼他會選擇這樣離開？,疑問語調
你怎麼會想到這麼奇怪的辦法？,疑問語調
這真的是你自己的決定嗎？,疑問語調
他到底隱瞞了我們什麼？,疑問語調
這件事難道真的只有一個解釋嗎？,疑問語調
你說他會回來，那他什麼時候回來？,疑問語調
為什麼我做的每一件事，他都要反對？,疑問語調
這個世界上，真的有這麼巧合的事情嗎？,疑問語調
她說的話，怎麼聽起來好像有些不對勁？,疑問語調
你剛才那個表情，是不是有什麼話沒說出來？,疑問語調
如果再給你一次機會，你會怎麼做？,疑問語調
你怎麼能輕易就決定要放棄？,疑問語調
他到底經歷了什麼，才會變成這樣？,疑問語調
這麼做的後果，你真的考慮清楚了嗎？,疑問語調
你剛才說的那個人，到底是誰啊？,疑問語調
我真的受不了你這種態度了！,厭惡語調
你能不能別再說那些讓人噁心的話？,厭惡語調
這裡怎麼這麼髒，根本沒人管嗎？,厭惡語調
拜託你離我遠一點，我不想再看到你。,厭惡語調
你做的這些事，讓我覺得非常噁心！,厭惡語調
我最討厭別人說謊了，尤其是像你這種。 ,厭惡語調
你以為你這樣做，很聰明嗎？真讓人看不起！,厭惡語調
怎麼會有人這麼自私，什麼都只想到自己！,厭惡語調
你每次都這樣，真的讓我覺得厭煩！,厭惡語調
這件事情太荒謬了，我根本不想參與！,厭惡語調
他那種嘴臉，真是讓人看了就反胃。,厭惡語調
你這樣的行為，根本是在侮辱我們所有人！,厭惡語調
這麼簡單的事情都做不好，真是讓人失望！,厭惡語調
我不想聽你解釋，因為你說的每句話都讓我覺得反感。,厭惡語調
天氣預報說，明天會下雨，記得帶傘。,平淡語氣
這杯咖啡有點涼了，我要去換一杯熱的。,平淡語氣
他今天請假了，應該是身體不太舒服。,平淡語氣
我剛從便利商店買了兩瓶水，順便拿了早餐。,平淡語氣
這次會議預計會開兩個小時，你有空嗎？,平淡語氣
電影票買好了，晚上七點的場次。,平淡語氣
我在樓下等你，到了打給我。,平淡語氣
明天早上有一個重要的會議，別遲到了。,平淡語氣
那條路最近在施工，可能會比較塞。,平淡語氣
我今天早點睡，最近有點累。,平淡語氣
這種人居然還有人相信，真是讓人無語。,厭惡語調
你做的事，真是讓人瞧不起！,厭惡語調
這地方的味道，讓我一秒都待不下去！,厭惡語調
你別再裝可憐了，沒有人會同情你！,厭惡語調
看到這種場面，我真的只想馬上離開。,厭惡語調
你每次出現，都讓整個氣氛變得很糟糕。,厭惡語調
我真的受夠了，為什麼每次都是我來收拾爛攤子！,厭惡語調
他說的那些話，讓我覺得又荒謬又可笑！,厭惡語調
你這種人，根本不值得別人對你這麼好！,厭惡語調
我最討厭這種假惺惺的樣子了！,厭惡語調
你這樣做，不覺得自己很過分嗎？,厭惡語調
這種謠言都能傳得起來，真是讓人無語。,厭惡語調
他做了這麼多壞事，居然還能裝作什麼都沒發生。,厭惡語調
拜託你停下來，你的聲音已經讓我頭痛了！,厭惡語調
他居然這樣背叛我們，真讓人覺得噁心！,厭惡語調
你這樣的人，真是不值得原諒！,厭惡語調
你怎麼了？看起來有點不太舒服。,關切語調
剛剛的事情沒事吧？有需要幫忙的話，告訴我。,關切語調
你最近是不是很累？要不要多休息一點？,關切語調
你的傷口好點了嗎？還疼不疼？,關切語調
這麼晚了，你一個人回去沒問題嗎？,關切語調
你真的沒事嗎？別勉強自己。,關切語調
如果遇到困難，記得我隨時都在。,關切語調
今天怎麼沒來上班？是身體不舒服嗎？,關切語調
你剛剛發抖了，是不是冷到了？,關切語調
有什麼心事，告訴我吧，別悶在心裡。,關切語調
這次的旅行真的太開心了，簡直是最棒的假期！,開心語調
你看！我終於成功了，太興奮了！,開心語調
這真的是我一直想要的禮物，謝謝你！,開心語調
今天的天氣真好，我們一起去公園走走吧！,開心語調
你不覺得這件事很好笑嗎？我笑到肚子痛了！,開心語調
我終於買到那件衣服了，開心到不行！,開心語調
我們贏了！這場比賽真的太刺激了！,開心語調
這道菜好好吃啊，我還想再吃一碗！,開心語調
你看我新學會的舞蹈，跳得還不錯吧！,開心語調
今天真的太開心了，下次我們再約！,開心語調
你到底想怎樣？可以不要再煩我了嗎！,憤怒語調
為什麼你總是這樣！一點責任感都沒有！,憤怒語調
我已經說過很多次了，你到底有沒有在聽！,憤怒語調
你憑什麼這樣對我？我受夠了！,憤怒語調
這種事居然發生在我身上，真是太可惡了！,憤怒語調
你給我滾！我不想再看到你！,憤怒語調
別再找藉口了，你根本就是在推卸責任！,憤怒語調
你這樣做到底有沒有考慮過別人的感受？,憤怒語調
這件事我無法忍受，我一定要說清楚！,憤怒語調
每次都這樣，什麼時候你才能改變？,憤怒語調
我真的很努力了，但還是失敗了。,悲傷語調
為什麼他要離開我？我們不是說好要一直在一起嗎？,悲傷語調
我再也看不到她的笑容了，這讓我好難過。,悲傷語調
這座城市到處都是回憶，卻再也找不到你。,悲傷語調
我已經習慣了一個人，只是偶爾還是會覺得孤單。,悲傷語調
沒有人會理解我的痛苦，我只能自己承受。,悲傷語調
他走的那天，我的世界好像都崩塌了。,悲傷語調
這段時間，我一直都睡不好，腦子裡全是過去的事。,悲傷語調
我真的好想她，可是再怎麼想也沒用。,悲傷語調
如果當初我做得更好，結局是不是就不一樣了？,悲傷語調
你真的確定這樣做是對的嗎？,疑問語調
為什麼我總覺得事情有點奇怪？,疑問語調
你怎麼會知道這件事？有人告訴你了嗎？,疑問語調
我不懂，為什麼他突然變得這麼冷淡？,疑問語調
難道你沒有發現問題出在哪裡嗎？,疑問語調
你剛剛說什麼？可以再說一遍嗎？,疑問語調
這樣做真的會成功嗎？,疑問語調
你剛剛去哪了？怎麼到現在才回來？,疑問語調
你為什麼不告訴我？是有什麼難言之隱嗎？,疑問語調
我不明白，這一切到底是怎麼發生的？,疑問語調
天啊！你居然真的做到了！,驚奇語調
這怎麼可能！我簡直不敢相信！,驚奇語調
你說什麼？他竟然是你的哥哥？,驚奇語調
我完全沒想到事情會變成這樣！,驚奇語調
哇！這地方也太美了吧！,驚奇語調
你剛剛的表演真的太精彩了！,驚奇語調
怎麼會有人這麼厲害！簡直是天才！,驚奇語調
你看！天空居然出現了雙彩虹！,驚奇語調
什麼？他竟然要結婚了！,驚奇語調
不可能吧！這一切太讓人意外了！,驚奇語調
這東西好噁心，快拿走！,厭惡語調
你說的話真讓人討厭，我不想聽了！,厭惡語調
他這種行為，真的是讓人看不下去。,厭惡語調
我受不了這種氣氛，還是離開吧。,厭惡語調
你怎麼會喜歡這種人？我完全無法理解。,厭惡語調
這件衣服的味道真難聞，別靠近我！,厭惡語調
這種事發生在我身上，簡直是個噩夢。,厭惡語調
這裡的環境太髒了，我待不下去了。,厭惡語調
每次聽到他說話，我就覺得煩躁不已。,厭惡語調
他做的那些事，真是讓人無法接受！,厭惡語調
我剛整理了書架，發現好多書都沒看過。,平淡語氣
你晚上吃了什麼？我也還沒決定要吃什麼。,平淡語氣
最近天氣變涼了，該把外套拿出來了。,平淡語氣
她今天好像很忙，一直沒回我的訊息。,平淡語氣
這本書我看了三次，每次都有不同的感覺。,平淡語氣
他去樓下買飲料，應該很快就回來了。,平淡語氣
你如果不想說，也沒關係，我只是問問。,平淡語氣
這個房間需要重新整理一下，東西太亂了。,平淡語氣
這份報告我寫好了，待會再給你過目。,平淡語氣
他搬走之後，這裡變得很安靜。,平淡語氣
明天早上六點出發，我們要早點休息。,平淡語氣
電視劇演到一半，廣告時間真的很煩。,平淡語氣
我剛剛洗完澡，覺得舒服多了。,平淡語氣
昨天的比賽挺精彩的，你沒看的話可惜了。,平淡語氣
我出門買了些水果，冰箱裡有你愛吃的蘋果。,平淡語氣
電腦重開機之後，好像變快了不少。,平淡語氣
窗外的貓又來了，看起來很熟悉。,平淡語氣
那個新的咖啡店好像挺熱門，改天一起去看看。,平淡語氣
我把花換成新的了，整個房間看起來更有生氣。,平淡語氣
你最近瘦了一點，是不是吃得比較少？,平淡語氣
這部電影的配樂做得不錯，值得一聽。,平淡語氣
我剛發現手機快沒電了，先去充電。,平淡語氣
那家書店關門了，真可惜，以前常去。,平淡語氣
這杯茶泡得剛剛好，溫度也適中。,平淡語氣
我剛看完一集劇情，還好沒有太大的反轉。,平淡語氣
這條圍巾是我自己織的，算是消磨時間。,平淡語氣
她今天穿的那件裙子，很適合她。,平淡語氣
我把窗戶打開了，空氣流通一些。,平淡語氣
最近晚上特別安靜，睡得也比較好。,平淡語氣
我今天去海邊走了一下，吹吹風，心情好很多。,平淡語氣
你怎麼看起來有點累？是不是沒睡好？,關切語調
你還好嗎？剛剛發生什麼事了？,關切語調
你哭了嗎？要不要喝點水，緩和一下？,關切語調
最近工作壓力是不是太大了？要不要休息幾天？,關切語調
你有沒有吃飯？不能餓著自己啊。,關切語調
那麼晚了，你還沒回家嗎？我有點擔心。,關切語調
你的手是不是受傷了？需要我幫你看看嗎？,關切語調
這麼冷的天，你怎麼穿那麼少？小心感冒。,關切語調
